,s1_corr0,s1_corr_offset,s1_offset,s2_corr0,s2_corr_offset,s2_offset,devID
54,0.12845058164103806,0.2635390813905813,0.12,0.2894512855884945,0.3322766178617264,0.08,9ecdcced-debc-78df-3ace-7bc5ebbcb084_deviceMotion.csv
55,0.21321272364705982,0.22449772115504982,0.02,-0.06298516508578467,0.36422028435436404,-0.38,a6d70b79-d53c-cd6e-f822-cc96c1164d68_deviceMotion.csv
56,0.0,,,0.3529202904784097,0.4699174022991291,0.06,a9f02f46-cc41-1b66-75cf-e79a401874c1_deviceMotion.csv
57,0.2067713583915276,0.27847036380330664,0.08,0.08097918310066843,0.3239006942188133,0.2,aa29f63b-7ab9-5376-c677-d7051cdc684c_deviceMotion.csv
58,0.05403980431794174,,,0.0629874356714727,,,abf053b1-19ab-912a-60a2-52d43c1fb79f_deviceMotion.csv
59,0.031636584853687005,0.3261176617058173,0.6,0.12478378650986939,0.3420737031097312,0.76,b140038b-ab82-7d7f-4710-f235a96dc4a5_deviceMotion.csv
60,0.18796610811200515,0.20022138516458005,0.06,,,,b71de359-9d19-b08d-ba92-85005358b1b9_deviceMotion.csv
61,,,,,,,b75d0d85-7d79-3483-f0c5-890a1bf93e43_deviceMotion.csv
62,0.08996339631500436,0.22661449847313958,0.96,-0.009768342973571358,0.3092984101642402,0.46,bfc2274e-acb2-21af-16d5-6ae9fac1593e_deviceMotion.csv
63,0.010136553318361493,0.2331014032289282,0.42,-0.0139398438257914,0.3342214630494089,0.46,c32d3e7d-8ee6-0a11-b056-cb501edbfc7e_deviceMotion.csv
64,0.1654270424320882,0.32587923908123667,0.58,0.11277343553942715,0.2946472755884011,1.04,cc1ce8ab-eee9-f8fe-177e-6c9721798373_deviceMotion.csv
65,0.37927259492223614,0.37973893868718134,-0.02,,,,cd1ae6f8-b8cf-4a62-48a2-ff2590e4e4df_deviceMotion.csv
66,0.06629885855623224,0.1238166947928128,-0.8,0.18458373664331967,0.29958438760647094,-0.72,cf163fcc-b07d-4b8c-09c2-bb67dfa35767_deviceMotion.csv
67,0.38782142260090713,0.39828946346420374,0.02,0.31728640041315764,0.495520397634612,0.16,d0c52eca-78e4-1f60-d365-41337c2844a2_deviceMotion.csv
68,0.02682436072292282,0.18966436008633536,1.84,0.06148441269079608,0.30360145011712547,2.18,d3445962-7716-057f-935c-11a3fb4653a3_deviceMotion.csv
69,0.08559647409512831,0.0894622152432536,0.04,0.06014114570756135,0.11537486458456872,0.12,d6a9af72-ff29-37ab-6c53-142c3cd002ab_deviceMotion.csv
70,0.340291629791852,0.36836144218787875,0.06,,,,d8f620dc-223e-0b8a-1a9c-c23b46444bbd_deviceMotion.csv
71,0.3550805870550497,0.35877234031277094,-0.02,0.17864792852495895,0.4680356348561629,0.16,d90147ba-040d-d805-9ac0-ea1e76ddf6f6_deviceMotion.csv
72,0.3248619309659439,0.34578830362310253,-0.02,0.36052068739154824,0.4561692749238871,0.06,e0f25cee-1127-b60a-4e29-c275c1358aaa_deviceMotion.csv
73,0.1377784990414014,0.14862714865871032,0.04,0.05979534684170958,0.2034674952805655,0.22,e95e41d4-b20c-560b-85df-6c815f20bc49_deviceMotion.csv
74,0.2042969955824332,0.27691891286540404,0.08,0.13134887646642937,0.4308388859778885,0.26,f03ce18b-d3d9-2639-d0b6-ebca90128a68_deviceMotion.csv
75,0.34950143570066233,0.3807047528572529,0.04,0.37390348163036086,0.39352358921185066,0.04,f045e08d-53b9-5e26-ad38-107564d919bc_deviceMotion.csv
76,0.27510906585111006,0.3142793459200861,0.06,0.1746708281125208,0.4595561273888266,0.18,f20847af-4c00-639e-5484-d705bd7a3437_deviceMotion.csv
77,0.08268982908505677,,,0.04143688264469487,,,f6437dd9-96b3-7bce-42ef-4f01a6bfde18_deviceMotion.csv
78,0.16711594440026148,0.3312793550385407,0.12,-0.02034867606868656,0.39154276223188317,0.36,f9945bf5-e47a-a404-3f45-d6954e78ce2a_deviceMotion.csv
79,0.2728653800748653,0.2878423964668749,0.04,0.36760991756709815,0.45000280575096696,0.06,fe0534f2-aaad-2afb-f5ba-79f8c2cc98b2_deviceMotion.csv
