,taps,spoint,dips,sdips,beeps,sbeeps,spointless,time_concert,time
2021-10-26 17:48:14.040000+00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,8040.0,2021-10-26 17:48:14.040000+00:00
2021-10-26 17:48:14.060000+00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,8060.0,2021-10-26 17:48:14.060000+00:00
2021-10-26 17:48:14.080000+00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,8080.0,2021-10-26 17:48:14.080000+00:00
2021-10-26 17:48:14.100000+00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,8100.0,2021-10-26 17:48:14.100000+00:00
2021-10-26 17:48:14.120000+00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,8120.0,2021-10-26 17:48:14.120000+00:00
2021-10-26 17:48:14.140000+00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,8140.0,2021-10-26 17:48:14.140000+00:00
2021-10-26 17:48:14.160000+00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,8160.000000000007,2021-10-26 17:48:14.160000+00:00
2021-10-26 17:48:14.180000+00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,8180.0,2021-10-26 17:48:14.180000+00:00
2021-10-26 17:48:14.200000+00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,8200.0,2021-10-26 17:48:14.200000+00:00
2021-10-26 17:48:14.220000+00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,8220.0,2021-10-26 17:48:14.220000+00:00
2021-10-26 17:48:14.240000+00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,8240.0,2021-10-26 17:48:14.240000+00:00
2021-10-26 17:48:14.260000+00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,8260.0,2021-10-26 17:48:14.260000+00:00
2021-10-26 17:48:14.280000+00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,8280.0,2021-10-26 17:48:14.280000+00:00
2021-10-26 17:48:14.300000+00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,8300.000000000007,2021-10-26 17:48:14.300000+00:00
2021-10-26 17:48:14.320000+00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,8320.0,2021-10-26 17:48:14.320000+00:00
2021-10-26 17:48:14.340000+00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,8340.0,2021-10-26 17:48:14.340000+00:00
2021-10-26 17:48:14.360000+00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,8360.0,2021-10-26 17:48:14.360000+00:00
2021-10-26 17:48:14.380000+00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,8380.0,2021-10-26 17:48:14.380000+00:00
2021-10-26 17:48:14.400000+00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,8400.0,2021-10-26 17:48:14.400000+00:00
2021-10-26 17:48:14.420000+00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,8420.0,2021-10-26 17:48:14.420000+00:00
2021-10-26 17:48:14.440000+00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,8440.0,2021-10-26 17:48:14.440000+00:00
2021-10-26 17:48:14.460000+00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,8460.0,2021-10-26 17:48:14.460000+00:00
2021-10-26 17:48:14.480000+00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,8480.000000000007,2021-10-26 17:48:14.480000+00:00
2021-10-26 17:48:14.500000+00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,8500.0,2021-10-26 17:48:14.500000+00:00
2021-10-26 17:48:14.520000+00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,8520.0,2021-10-26 17:48:14.520000+00:00
2021-10-26 17:48:14.540000+00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,8540.0,2021-10-26 17:48:14.540000+00:00
2021-10-26 17:48:14.560000+00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,8560.0,2021-10-26 17:48:14.560000+00:00
2021-10-26 17:48:14.580000+00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,8580.0,2021-10-26 17:48:14.580000+00:00
2021-10-26 17:48:14.600000+00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,8600.0,2021-10-26 17:48:14.600000+00:00
2021-10-26 17:48:14.620000+00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,8620.0,2021-10-26 17:48:14.620000+00:00
2021-10-26 17:48:14.640000+00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,8640.0,2021-10-26 17:48:14.640000+00:00
2021-10-26 17:48:14.660000+00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,8660.000000000007,2021-10-26 17:48:14.660000+00:00
2021-10-26 17:48:14.680000+00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,8680.0,2021-10-26 17:48:14.680000+00:00
2021-10-26 17:48:14.700000+00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,8700.0,2021-10-26 17:48:14.700000+00:00
2021-10-26 17:48:14.720000+00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,8720.0,2021-10-26 17:48:14.720000+00:00
2021-10-26 17:48:14.740000+00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,8740.0,2021-10-26 17:48:14.740000+00:00
2021-10-26 17:48:14.760000+00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,8760.0,2021-10-26 17:48:14.760000+00:00
2021-10-26 17:48:14.780000+00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,8780.0,2021-10-26 17:48:14.780000+00:00
2021-10-26 17:48:14.800000+00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,8800.000000000007,2021-10-26 17:48:14.800000+00:00
2021-10-26 17:48:14.820000+00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,8820.0,2021-10-26 17:48:14.820000+00:00
2021-10-26 17:48:14.840000+00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,8840.0,2021-10-26 17:48:14.840000+00:00
2021-10-26 17:48:14.860000+00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,8860.0,2021-10-26 17:48:14.860000+00:00
2021-10-26 17:48:14.880000+00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,8880.0,2021-10-26 17:48:14.880000+00:00
2021-10-26 17:48:14.900000+00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,8900.0,2021-10-26 17:48:14.900000+00:00
2021-10-26 17:48:14.920000+00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,8920.0,2021-10-26 17:48:14.920000+00:00
2021-10-26 17:48:14.940000+00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,8940.0,2021-10-26 17:48:14.940000+00:00
2021-10-26 17:48:14.960000+00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,8960.0,2021-10-26 17:48:14.960000+00:00
2021-10-26 17:48:14.980000+00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,8980.000000000007,2021-10-26 17:48:14.980000+00:00
2021-10-26 17:48:15+00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,9000.0,2021-10-26 17:48:15+00:00
2021-10-26 17:48:15.020000+00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,9020.0,2021-10-26 17:48:15.020000+00:00
2021-10-26 17:48:15.040000+00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,9040.0,2021-10-26 17:48:15.040000+00:00
2021-10-26 17:48:15.060000+00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,9060.0,2021-10-26 17:48:15.060000+00:00
2021-10-26 17:48:15.080000+00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,9080.0,2021-10-26 17:48:15.080000+00:00
2021-10-26 17:48:15.100000+00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,9100.0,2021-10-26 17:48:15.100000+00:00
2021-10-26 17:48:15.120000+00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,9120.0,2021-10-26 17:48:15.120000+00:00
2021-10-26 17:48:15.140000+00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,9140.0,2021-10-26 17:48:15.140000+00:00
2021-10-26 17:48:15.160000+00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,9160.000000000007,2021-10-26 17:48:15.160000+00:00
2021-10-26 17:48:15.180000+00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,9180.0,2021-10-26 17:48:15.180000+00:00
2021-10-26 17:48:15.200000+00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,9200.0,2021-10-26 17:48:15.200000+00:00
2021-10-26 17:48:15.220000+00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,9220.0,2021-10-26 17:48:15.220000+00:00
2021-10-26 17:48:15.240000+00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,9240.0,2021-10-26 17:48:15.240000+00:00
2021-10-26 17:48:15.260000+00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,9260.0,2021-10-26 17:48:15.260000+00:00
2021-10-26 17:48:15.280000+00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,9280.0,2021-10-26 17:48:15.280000+00:00
2021-10-26 17:48:15.300000+00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,9300.000000000007,2021-10-26 17:48:15.300000+00:00
2021-10-26 17:48:15.320000+00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,9320.0,2021-10-26 17:48:15.320000+00:00
2021-10-26 17:48:15.340000+00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,9340.0,2021-10-26 17:48:15.340000+00:00
2021-10-26 17:48:15.360000+00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,9360.0,2021-10-26 17:48:15.360000+00:00
2021-10-26 17:48:15.380000+00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,9380.0,2021-10-26 17:48:15.380000+00:00
2021-10-26 17:48:15.400000+00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,9400.0,2021-10-26 17:48:15.400000+00:00
2021-10-26 17:48:15.420000+00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,9420.0,2021-10-26 17:48:15.420000+00:00
2021-10-26 17:48:15.440000+00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,9440.0,2021-10-26 17:48:15.440000+00:00
2021-10-26 17:48:15.460000+00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,9460.0,2021-10-26 17:48:15.460000+00:00
2021-10-26 17:48:15.480000+00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,9480.000000000007,2021-10-26 17:48:15.480000+00:00
2021-10-26 17:48:15.500000+00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,9500.0,2021-10-26 17:48:15.500000+00:00
2021-10-26 17:48:15.520000+00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,9520.0,2021-10-26 17:48:15.520000+00:00
2021-10-26 17:48:15.540000+00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,9540.0,2021-10-26 17:48:15.540000+00:00
2021-10-26 17:48:15.560000+00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,9560.0,2021-10-26 17:48:15.560000+00:00
2021-10-26 17:48:15.580000+00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,9580.0,2021-10-26 17:48:15.580000+00:00
2021-10-26 17:48:15.600000+00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,9600.0,2021-10-26 17:48:15.600000+00:00
2021-10-26 17:48:15.620000+00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,9620.0,2021-10-26 17:48:15.620000+00:00
2021-10-26 17:48:15.640000+00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,9640.0,2021-10-26 17:48:15.640000+00:00
2021-10-26 17:48:15.660000+00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,9660.000000000007,2021-10-26 17:48:15.660000+00:00
2021-10-26 17:48:15.680000+00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,9680.0,2021-10-26 17:48:15.680000+00:00
2021-10-26 17:48:15.700000+00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,9700.0,2021-10-26 17:48:15.700000+00:00
2021-10-26 17:48:15.720000+00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,9720.0,2021-10-26 17:48:15.720000+00:00
2021-10-26 17:48:15.740000+00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,9740.0,2021-10-26 17:48:15.740000+00:00
2021-10-26 17:48:15.760000+00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,9760.0,2021-10-26 17:48:15.760000+00:00
2021-10-26 17:48:15.780000+00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,9780.0,2021-10-26 17:48:15.780000+00:00
2021-10-26 17:48:15.800000+00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,9800.000000000007,2021-10-26 17:48:15.800000+00:00
2021-10-26 17:48:15.820000+00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,9820.0,2021-10-26 17:48:15.820000+00:00
2021-10-26 17:48:15.840000+00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,9840.0,2021-10-26 17:48:15.840000+00:00
2021-10-26 17:48:15.860000+00:00,0,0.0,0.0,0.0,0.0,0.046567615924425224,0.0,9860.0,2021-10-26 17:48:15.860000+00:00
2021-10-26 17:48:15.880000+00:00,0,0.0,0.0,0.0,0.0,0.08116311683958743,0.0,9880.0,2021-10-26 17:48:15.880000+00:00
2021-10-26 17:48:15.900000+00:00,0,0.0,0.0,0.0,0.0,0.12658390416202514,0.0,9900.0,2021-10-26 17:48:15.900000+00:00
2021-10-26 17:48:15.920000+00:00,0,0.0,0.0,0.0,0.0,0.17666206946442906,0.0,9920.0,2021-10-26 17:48:15.920000+00:00
2021-10-26 17:48:15.940000+00:00,0,0.0,0.0,0.0,0.0,0.22062422564614886,0.0,9940.0,2021-10-26 17:48:15.940000+00:00
2021-10-26 17:48:15.960000+00:00,0,0.0,0.0,0.0,0.25,0.24655177918597906,0.0,9960.0,2021-10-26 17:48:15.960000+00:00
2021-10-26 17:48:15.980000+00:00,0,0.0,0.0,0.0,0.0,0.24655177918597906,0.0,9980.000000000007,2021-10-26 17:48:15.980000+00:00
2021-10-26 17:48:16+00:00,0,0.0,0.0,0.0,0.0,0.22062422564614886,0.0,10000.0,2021-10-26 17:48:16+00:00
2021-10-26 17:48:16.020000+00:00,0,0.0,0.0,0.0,0.0,0.17666206946442906,0.0,10020.0,2021-10-26 17:48:16.020000+00:00
2021-10-26 17:48:16.040000+00:00,0,0.0,0.0,0.0,0.0,0.12658390416202514,0.0,10040.0,2021-10-26 17:48:16.040000+00:00
2021-10-26 17:48:16.060000+00:00,0,0.0,0.0,0.0,0.0,0.08116311683958743,0.0,10060.0,2021-10-26 17:48:16.060000+00:00
2021-10-26 17:48:16.080000+00:00,0,0.0,0.0,0.0,0.0,0.046567615924425224,0.0,10080.0,2021-10-26 17:48:16.080000+00:00
2021-10-26 17:48:16.100000+00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,10100.0,2021-10-26 17:48:16.100000+00:00
2021-10-26 17:48:16.120000+00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,10120.0,2021-10-26 17:48:16.120000+00:00
2021-10-26 17:48:16.140000+00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,10140.0,2021-10-26 17:48:16.140000+00:00
2021-10-26 17:48:16.160000+00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,10160.000000000007,2021-10-26 17:48:16.160000+00:00
2021-10-26 17:48:16.180000+00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,10180.0,2021-10-26 17:48:16.180000+00:00
2021-10-26 17:48:16.200000+00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,10200.0,2021-10-26 17:48:16.200000+00:00
2021-10-26 17:48:16.220000+00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,10220.0,2021-10-26 17:48:16.220000+00:00
2021-10-26 17:48:16.240000+00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,10240.0,2021-10-26 17:48:16.240000+00:00
2021-10-26 17:48:16.260000+00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,10260.0,2021-10-26 17:48:16.260000+00:00
2021-10-26 17:48:16.280000+00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,10280.0,2021-10-26 17:48:16.280000+00:00
2021-10-26 17:48:16.300000+00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,10300.000000000007,2021-10-26 17:48:16.300000+00:00
2021-10-26 17:48:16.320000+00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,10320.0,2021-10-26 17:48:16.320000+00:00
2021-10-26 17:48:16.340000+00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,10340.0,2021-10-26 17:48:16.340000+00:00
2021-10-26 17:48:16.360000+00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,10360.0,2021-10-26 17:48:16.360000+00:00
2021-10-26 17:48:16.380000+00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,10380.0,2021-10-26 17:48:16.380000+00:00
2021-10-26 17:48:16.400000+00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,10400.0,2021-10-26 17:48:16.400000+00:00
2021-10-26 17:48:16.420000+00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,10420.0,2021-10-26 17:48:16.420000+00:00
2021-10-26 17:48:16.440000+00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,10440.0,2021-10-26 17:48:16.440000+00:00
2021-10-26 17:48:16.460000+00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,10460.0,2021-10-26 17:48:16.460000+00:00
2021-10-26 17:48:16.480000+00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,10480.000000000007,2021-10-26 17:48:16.480000+00:00
2021-10-26 17:48:16.500000+00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,10500.0,2021-10-26 17:48:16.500000+00:00
2021-10-26 17:48:16.520000+00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,10520.0,2021-10-26 17:48:16.520000+00:00
2021-10-26 17:48:16.540000+00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,10540.0,2021-10-26 17:48:16.540000+00:00
2021-10-26 17:48:16.560000+00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,10560.0,2021-10-26 17:48:16.560000+00:00
2021-10-26 17:48:16.580000+00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,10580.0,2021-10-26 17:48:16.580000+00:00
2021-10-26 17:48:16.600000+00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,10600.0,2021-10-26 17:48:16.600000+00:00
2021-10-26 17:48:16.620000+00:00,0,0.0,0.0,0.0,0.0,0.046567615924425224,0.0,10620.0,2021-10-26 17:48:16.620000+00:00
2021-10-26 17:48:16.640000+00:00,0,0.0,0.0,0.0,0.0,0.08116311683958743,0.0,10640.0,2021-10-26 17:48:16.640000+00:00
2021-10-26 17:48:16.660000+00:00,0,0.0,0.0,0.0,0.0,0.12658390416202514,0.0,10660.000000000007,2021-10-26 17:48:16.660000+00:00
2021-10-26 17:48:16.680000+00:00,0,0.0,0.0,0.0,0.0,0.17666206946442906,0.0,10680.0,2021-10-26 17:48:16.680000+00:00
2021-10-26 17:48:16.700000+00:00,0,0.0,0.0,0.0,0.0,0.22062422564614886,0.0,10700.0,2021-10-26 17:48:16.700000+00:00
2021-10-26 17:48:16.720000+00:00,0,0.0,0.0,0.0,0.25,0.24655177918597906,0.0,10720.0,2021-10-26 17:48:16.720000+00:00
2021-10-26 17:48:16.740000+00:00,0,0.0,0.0,0.0,0.0,0.24655177918597906,0.0,10740.0,2021-10-26 17:48:16.740000+00:00
2021-10-26 17:48:16.760000+00:00,0,0.0,0.0,0.0,0.0,0.22062422564614886,0.0,10760.0,2021-10-26 17:48:16.760000+00:00
2021-10-26 17:48:16.780000+00:00,0,0.0,0.0,0.0,0.0,0.17666206946442906,0.0,10780.0,2021-10-26 17:48:16.780000+00:00
2021-10-26 17:48:16.800000+00:00,0,0.0,0.0,0.0,0.0,0.12658390416202514,0.0,10800.000000000007,2021-10-26 17:48:16.800000+00:00
2021-10-26 17:48:16.820000+00:00,0,0.0,0.0,0.0,0.0,0.08116311683958743,0.0,10820.0,2021-10-26 17:48:16.820000+00:00
2021-10-26 17:48:16.840000+00:00,0,0.0,0.0,0.0,0.0,0.046567615924425224,0.0,10840.0,2021-10-26 17:48:16.840000+00:00
2021-10-26 17:48:16.860000+00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,10860.0,2021-10-26 17:48:16.860000+00:00
2021-10-26 17:48:16.880000+00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,10880.0,2021-10-26 17:48:16.880000+00:00
2021-10-26 17:48:16.900000+00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,10900.0,2021-10-26 17:48:16.900000+00:00
2021-10-26 17:48:16.920000+00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,10920.0,2021-10-26 17:48:16.920000+00:00
2021-10-26 17:48:16.940000+00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,10940.0,2021-10-26 17:48:16.940000+00:00
2021-10-26 17:48:16.960000+00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,10960.0,2021-10-26 17:48:16.960000+00:00
2021-10-26 17:48:16.980000+00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,10980.000000000007,2021-10-26 17:48:16.980000+00:00
2021-10-26 17:48:17+00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,11000.0,2021-10-26 17:48:17+00:00
2021-10-26 17:48:17.020000+00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,11020.0,2021-10-26 17:48:17.020000+00:00
2021-10-26 17:48:17.040000+00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,11040.0,2021-10-26 17:48:17.040000+00:00
2021-10-26 17:48:17.060000+00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,11060.0,2021-10-26 17:48:17.060000+00:00
2021-10-26 17:48:17.080000+00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,11080.0,2021-10-26 17:48:17.080000+00:00
2021-10-26 17:48:17.100000+00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,11100.0,2021-10-26 17:48:17.100000+00:00
2021-10-26 17:48:17.120000+00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,11120.0,2021-10-26 17:48:17.120000+00:00
2021-10-26 17:48:17.140000+00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,11140.0,2021-10-26 17:48:17.140000+00:00
2021-10-26 17:48:17.160000+00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,11160.000000000007,2021-10-26 17:48:17.160000+00:00
2021-10-26 17:48:17.180000+00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,11180.0,2021-10-26 17:48:17.180000+00:00
2021-10-26 17:48:17.200000+00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,11200.0,2021-10-26 17:48:17.200000+00:00
2021-10-26 17:48:17.220000+00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,11220.0,2021-10-26 17:48:17.220000+00:00
2021-10-26 17:48:17.240000+00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,11240.0,2021-10-26 17:48:17.240000+00:00
2021-10-26 17:48:17.260000+00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,11260.0,2021-10-26 17:48:17.260000+00:00
2021-10-26 17:48:17.280000+00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,11280.0,2021-10-26 17:48:17.280000+00:00
2021-10-26 17:48:17.300000+00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,11300.000000000007,2021-10-26 17:48:17.300000+00:00
2021-10-26 17:48:17.320000+00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,11320.0,2021-10-26 17:48:17.320000+00:00
2021-10-26 17:48:17.340000+00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,11340.0,2021-10-26 17:48:17.340000+00:00
2021-10-26 17:48:17.360000+00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,11360.0,2021-10-26 17:48:17.360000+00:00
2021-10-26 17:48:17.380000+00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,11380.0,2021-10-26 17:48:17.380000+00:00
2021-10-26 17:48:17.400000+00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,11400.0,2021-10-26 17:48:17.400000+00:00
2021-10-26 17:48:17.420000+00:00,0,0.5063356166481006,0.0,0.0,0.0,0.5063356166481006,0.5063356166481006,11420.0,2021-10-26 17:48:17.420000+00:00
2021-10-26 17:48:17.440000+00:00,0,0.7066482778577162,0.0,0.0,0.0,0.7066482778577162,0.7066482778577162,11440.0,2021-10-26 17:48:17.440000+00:00
2021-10-26 17:48:17.460000+00:00,0,0.8824969025845955,0.0,0.0,0.0,0.8824969025845955,0.8824969025845955,11460.0,2021-10-26 17:48:17.460000+00:00
2021-10-26 17:48:17.480000+00:00,1,0.9862071167439163,0.0,0.0,0.0,0.9862071167439163,0.9862071167439163,11480.000000000007,2021-10-26 17:48:17.480000+00:00
2021-10-26 17:48:17.500000+00:00,0,0.9862071167439163,0.0,0.0,0.0,0.9862071167439163,0.9862071167439163,11500.0,2021-10-26 17:48:17.500000+00:00
2021-10-26 17:48:17.520000+00:00,0,0.8824969025845955,0.0,0.0,0.0,0.8824969025845955,0.8824969025845955,11520.0,2021-10-26 17:48:17.520000+00:00
2021-10-26 17:48:17.540000+00:00,0,0.7066482778577162,0.0,0.0,0.0,0.7066482778577162,0.7066482778577162,11540.0,2021-10-26 17:48:17.540000+00:00
2021-10-26 17:48:17.560000+00:00,0,0.5063356166481006,0.0,0.0,0.0,0.5063356166481006,0.5063356166481006,11560.0,2021-10-26 17:48:17.560000+00:00
2021-10-26 17:48:17.580000+00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,11580.0,2021-10-26 17:48:17.580000+00:00
2021-10-26 17:48:17.600000+00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,11600.0,2021-10-26 17:48:17.600000+00:00
2021-10-26 17:48:17.620000+00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,11620.0,2021-10-26 17:48:17.620000+00:00
2021-10-26 17:48:17.640000+00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,11640.0,2021-10-26 17:48:17.640000+00:00
2021-10-26 17:48:17.660000+00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,11660.000000000007,2021-10-26 17:48:17.660000+00:00
2021-10-26 17:48:17.680000+00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,11680.0,2021-10-26 17:48:17.680000+00:00
2021-10-26 17:48:17.700000+00:00,0,0.0,0.0,-0.00132900225654828,0.0,0.0,-0.00132900225654828,11700.0,2021-10-26 17:48:17.700000+00:00
2021-10-26 17:48:17.720000+00:00,0,0.0,0.0,-0.0036126026839562553,0.0,0.0,-0.0036126026839562553,11720.0,2021-10-26 17:48:17.720000+00:00
2021-10-26 17:48:17.740000+00:00,0,0.0,0.0,-0.008787386724681484,0.0,0.0,-0.008787386724681484,11740.0,2021-10-26 17:48:17.740000+00:00
2021-10-26 17:48:17.760000+00:00,0,0.0,0.0,-0.019126888966507723,0.0,0.0,-0.019126888966507723,11760.0,2021-10-26 17:48:17.760000+00:00
2021-10-26 17:48:17.780000+00:00,0,0.0,0.0,-0.03725409273954018,0.0,0.0,-0.03725409273954018,11780.0,2021-10-26 17:48:17.780000+00:00
2021-10-26 17:48:17.800000+00:00,0,0.0,0.0,-0.06493049347166995,0.0,0.0,-0.06493049347166995,11800.000000000007,2021-10-26 17:48:17.800000+00:00
2021-10-26 17:48:17.820000+00:00,0,0.0,0.0,-0.10126712332962012,0.0,0.0,-0.10126712332962012,11820.0,2021-10-26 17:48:17.820000+00:00
2021-10-26 17:48:17.840000+00:00,0,0.0,0.0,-0.14132965557154326,0.0,0.0,-0.14132965557154326,11840.0,2021-10-26 17:48:17.840000+00:00
